recordDate,veterinarian,cost,notes,tagNumbers,vaccinationType,id,createdAt,updatedAt
2026-05-07,DA Talakag,2000,- preg check,ALL,"Vaccination, Vitamin Supplement, Deworming, Checkup",1fdb33fd-0b32-446c-b097-f3476fee29c9,2026-05-22T19:01:28.546Z,2026-05-24T10:07:28.745Z
